uuid,computer_name,w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,P1_Tx [W],P1_Rx1 [W],P1_Rx2 [W],P2_Tx [W],P2_Rx1 [W],P2_Rx2 [W],B_mean_left [T],B_mean_center [T],B_mean_right [T],B_mean_top_left [T],B_mean_bottom_left [T],B_mean_top_right [T],B_mean_bottom_right [T],Ltx_uH,Lrx1_uH,Lrx2_uH,M1,M2,k1,k2,Lmt_uH,Lmr1_uH,Lmr2_uH,Llt_uH,Llr1_uH,Llr2_uH,Magnetizing Current [A],Coreloss_W
667bbc3b-ffe4-4861-802e-098c44200980,harrypc,27.2,4.6,9.4,17.6,10.4,43.6,0.0,0.51,14.0,27.0,0.105,0.09,2.0,25.0,0.14,0.01,0.1,0.17,0.8,1.9,3.9,1.9,19.0,12.0,3.3,2.6,2.7,1.2,0.23,1.7,8.43310150130309,3.796759197019,0.762372625055383,0.389557205117103,0.0363700031731014,0.0356369412391404,0.0624058569364122,0.0435399015180288,0.0817082750115376,0.0418893524219214,0.0405642274988035,0.0395565332513875,0.0401081304107942,456.669528680097,18.4489557699918,18.4534592059733,90.671121507533,90.6704263858426,0.987829691132064,0.987701575178352,445.621550505645,18.0026293832118,18.0023533533141,11.0479781744519,0.446326386779966,0.45110585265922,0.7035184958892432,1.53304
5f2c9cb6-e67a-47f3-b8e3-e1479a30188f,harrypc,46.4,4.6,2.2,2.0,6.8,50.8,0.0,0.51,14.0,20.0,0.07,0.06,2.0,16.0,0.035,0.03,0.1,0.09,0.5,1.6,2.9,4.7,12.0,14.0,4.7,2.0,5.0,1.9,0.45,2.0,11.6851930578457,14.8033097865008,2.92176817697166,2.28605932040875,1.45219858824717,1.47672181072719,0.0389242968280492,0.201352826584148,0.0481451198018335,0.100851926334634,0.10349800551212,0.105627479297505,0.101942932115683,206.207667083995,8.48389291612577,8.48520447423688,41.076245788713,41.0761821220945,0.982066168895224,0.981988744927434,198.877801119779,8.18232411992464,8.18229875536201,7.32986596421601,0.301568796201129,0.30290571887486906,1.5763599616568014,7.6247
fd12cf68-860f-4d28-bd73-821d15d78617,harrypc,4.4,2.2,7.0,9.2,10.4,26.8,0.0,0.5,14.0,33.0,0.14,0.07,2.0,6.0,0.105,0.01,0.1,0.12,0.8,4.5,4.3,3.9,5.0,0.0,3.5,1.6,2.6,3.6,0.18,1.4,9.49132585548704,3.04134450948168,0.927545137230692,30.7098735333003,1.57077821311949,1.58262631822903,0.621434469486909,0.502067975281395,0.831096125118951,0.336302986966313,0.333694241827491,0.334479689312825,0.333912821015133,53.7553393065594,2.1976195179336,2.20089270452501,9.89273985554932,9.8927503316527,0.910184705092557,0.90950859913596,44.5328688842356,1.8205875567347,1.82059141262778,9.22247042232382,0.377031961198895,0.38030129189723,7.039811510067392,61.2655
253ad8ac-0f43-4c6b-b344-087520409957,harrypc,38.0,11.8,8.2,14.0,23.6,47.2,0.0,0.51,14.0,26.0,0.175,0.02,2.0,19.0,0.07,0.04,0.1,0.28,1.7,1.7,4.6,4.4,5.0,12.0,3.8,2.4,0.1,1.8,0.44,3.2,6.037329576889,4.97799933802079,0.945205672921221,0.0950415415313995,0.0391874982916979,0.0398327378484655,0.0168292746193479,0.0385666009738331,0.0256742751275389,0.0336519566078762,0.0340847435210151,0.0335390433645607,0.0339627467027497,803.36261916465,32.3361746364512,32.3411334370355,160.168533827218,160.169312013057,0.993749834403283,0.993678474463498,793.351703371928,31.933224942724,31.9335352414227,10.0109157927224,0.402949693727204,0.40759819561278,0.39516270226067907,0.000709536
ad2f1bd1-bd4f-40da-b95e-f9e6ecf5c840,harrypc,38.0,10.6,2.2,11.6,17.6,43.6,0.0,0.5,14.0,22.0,0.175,0.03,2.0,16.0,0.14,0.01,0.1,0.23,2.1,1.7,4.3,4.2,21.0,0.0,4.2,0.3,0.4,1.6,0.96,2.8,4.37849642472221,3.07685399477832,0.651130559182903,0.159543711793423,0.0334170244955197,0.0338206409523307,0.0206588158621372,0.0464006772873853,0.0266216179557748,0.125205413496819,0.125798115946937,0.126280150630906,0.126150255184459,620.32790376824,25.0298831463251,25.0347063009026,123.459371040194,123.460341325236,0.99079542032933,0.990707759095377,608.960745383191,24.5712246781904,24.5716108973207,11.3671583850494,0.458658468134707,0.463095403581933,0.5148164398516208,2.3079
9b8888e0-fedb-4a43-a939-a6af10e3a103,harrypc,14.0,3.4,8.2,21.2,14.0,18.4,0.0,0.5,14.0,34.0,0.14,0.09,2.0,14.0,0.175,0.06,0.1,0.34,1.7,3.7,3.6,4.6,18.0,17.0,4.6,1.5,0.5,4.0,0.9,3.5,3.6755678796879,1.67658651487134,0.345896569328718,0.588091314036525,0.0626640060990969,0.0626205812266601,0.164917314843807,0.0707821484161525,0.201711383694269,0.0920796988785019,0.0920495020927153,0.092242492774124,0.0920653337045695,226.40545326699,9.27705293661607,9.27922006614544,44.7245283878075,44.7245366589626,0.975882007079197,0.975768223957049,215.616258005468,8.83496139623878,8.83496466403591,10.7891952615215,0.442091540377291,0.44425540210953396,1.4539859185368729,3.72433
5bbb0cad-ae9d-4464-9991-02bd74380c7d,harrypc,22.4,9.4,4.6,16.4,15.2,18.4,0.0,0.5,14.0,18.0,0.07,0.06,2.0,30.0,0.14,0.07,0.1,0.45,1.3,0.8,3.8,4.8,12.0,25.0,3.0,0.3,3.0,0.6,0.78,2.1,6.10303670364224,3.28819173249196,0.549828241579571,0.204158949424594,0.0342995449312681,0.0360095549796313,0.0339335143512001,0.0554248800846489,0.0524112871516123,0.104870787816925,0.104581183459211,0.100637647810149,0.10111824062928,513.779587665038,20.7916858368474,20.7987417297187,102.378805516336,102.37778616345,0.990550868514485,0.990372973058361,504.11591927656,20.4006154985378,20.4002092558072,9.66366838847849,0.391070338309571,0.398532473911542,0.6218867346967767,1.66231
1f8df8b6-b058-4c11-bd04-1561be7e5946,harrypc,41.6,13.0,9.4,4.4,12.8,53.2,0.0,0.51,14.0,32.0,0.14,0.02,2.0,32.0,0.07,0.03,0.1,0.31,1.5,3.6,3.7,3.0,10.0,28.0,0.8,1.1,3.2,4.1,1.09,1.1,9.02726251858217,10.7337708854246,0.381039640119929,1.07809826820473,0.0514792338583364,0.0511177820252591,0.0166947052149282,0.107276712136669,0.020059728877042,0.0276322082318397,0.0284379780450751,0.0270821980529575,0.027448233938618,399.048535759029,16.0201997002403,16.032986483115,78.3636470454263,78.3631395609958,0.980094193670584,0.979696944025433,383.319889462304,15.3887575770191,15.388558261906,15.728646296725,0.631442123221169,0.644428221208981,0.8178626039659075,2.5377
ea41d6cc-77ef-4242-af22-6e49e06168fe,harrypc,22.4,5.8,10.6,5.6,3.2,30.4,0.0,0.5,14.0,27.0,0.175,0.05,2.0,13.0,0.14,0.01,0.1,0.41,0.3,0.7,1.6,4.7,0.0,25.0,3.2,2.9,1.8,4.7,0.16,1.3,7.28999120612909,3.92203662187304,0.339583085620639,0.90649686553812,0.0869920098615862,0.0893595948125517,0.0637673329881214,0.161827984965121,0.0828246799740194,0.0482697226031954,0.0522981040879803,0.0494093304781588,0.0489437623791357,233.614104319759,9.62209555432111,9.62795689247134,46.4809200192002,46.4805660065838,0.980370767770413,0.980064841200889,224.532786401301,9.24805431642148,9.24791344505163,9.08131791845839,0.374041237899626,0.380043447419708,1.3962459913860814,3.53225
483f10a9-0d97-444e-8cd1-ee53dbadaa12,harrypc,42.8,8.2,10.6,24.8,16.4,29.2,0.0,0.51,14.0,19.0,0.105,0.07,2.0,20.0,0.105,0.04,0.1,0.06,1.3,1.3,4.0,3.4,11.0,19.0,4.1,2.8,0.7,4.8,0.87,3.0,32.0648100906899,7.36022809817449,0.287674040798994,0.0499961612895255,0.0138985849015388,0.0144236953922569,0.0220392499765516,0.0197400511642773,0.0289818320412417,0.0222272646181163,0.022452087659827,0.023871306407988,0.0239431002293619,1121.41139232527,45.0859388830106,45.0887386121026,223.954534675532,223.954999758701,0.995994223605749,0.99596536891772,1112.44514019944,44.72545396363,44.72563972524,8.96625212583137,0.360484919380632,0.36309888686262504,0.2818143489676792,0.00030243100000000003
d66748e4-784b-4450-b357-db958d5ca3dc,harrypc,28.4,5.8,5.8,22.4,20.0,5.2,0.0,0.5,14.0,14.0,0.105,0.03,2.0,17.0,0.14,0.07,0.1,0.39,2.3,1.6,4.6,2.4,26.0,13.0,0.1,2.6,0.6,3.3,1.31,1.8,5.52593161429214,4.08138031094757,0.631960073200967,0.145265008552144,0.0149608635156018,0.0145288940776316,0.0469978101893872,0.0325981109093495,0.064262591091692,0.0634797969481541,0.0635380911235828,0.066062859057287,0.0661766031203542,630.679536409289,25.8503336026627,25.860770026129,125.734148639399,125.733840932155,0.98472689494157,0.984525766304005,611.561783962667,25.0667339296941,25.0666112389811,19.117752446622,0.78359967296859,0.79415878714793,0.5126268697108478,0.000852979
c1d45105-4c39-41dc-9ce3-79667641c7c7,harrypc,24.8,4.6,3.4,22.4,24.8,18.4,0.0,0.51,14.0,25.0,0.175,0.07,2.0,31.0,0.105,0.06,0.1,0.02,2.1,2.5,4.1,4.2,21.0,20.0,4.9,4.4,4.6,5.0,1.14,3.4,3.23120865487805,2.89714353566441,0.554790767732363,0.144592689736033,0.0342022392343207,0.0343105819220751,0.0663960860668202,0.0381822703040577,0.0869338098470402,0.124359113203203,0.12435737876838,0.127370419982781,0.127378592500452,426.591586758385,17.3487274354898,17.350407027982,84.9045121256289,84.9047543023299,0.986940147345635,0.986895191162044,415.521899580039,16.898542782031,16.8986391830132,11.0696871783457,0.450184653458781,0.451767844968828,0.754480096631287,3.22179
7de5ded3-b2ad-47b8-97f8-e003e5222d13,harrypc,47.6,3.4,8.2,17.6,10.4,14.8,0.0,0.51,14.0,11.0,0.175,0.02,2.0,23.0,0.035,0.03,0.1,0.3,1.2,1.1,3.6,3.3,2.0,26.0,4.5,2.6,4.2,3.3,0.82,1.6,4.76646932745064,6.09588756293663,0.402756601651314,0.109774903598794,0.00659410799419,0.0068719838684146,0.0483858998978974,0.0248751768087697,0.0617925688862108,0.0268594022766493,0.0264777932809847,0.027171164915082,0.0270755256611425,709.472987400689,28.8176420771996,28.8229544541183,141.68629673801,141.686290567123,0.990901978183912,0.990810613938554,696.622111883841,28.2956603561196,28.2956578913884,12.8508755168481,0.521981721079992,0.5272965627299,0.4500330919725948,0.00038517
5b62b58d-fe6d-4f6e-94a3-09ec2f03b33e,harrypc,46.4,4.6,2.2,6.8,4.4,40.0,0.0,0.5,14.0,20.0,0.07,0.06,2.0,12.0,0.105,0.07,0.1,0.27,0.3,0.8,2.0,3.2,11.0,29.0,0.6,1.5,4.0,4.3,0.14,1.0,32.4813230810896,9.21906813695286,0.984072999843446,0.802065367008149,0.0510412195327044,0.0505033277568278,0.0361200860914462,0.0645614272130256,0.0493702342623227,0.109924044811128,0.110261655585631,0.105768738173003,0.108367765972152,490.993683908549,19.9395060013384,19.9480942345013,97.6223358729729,97.6234350577944,0.986629382964365,0.986428080440406,477.951683489844,19.4098636573716,19.4103007529899,13.0420004187052,0.529642343966823,0.5377934815113801,0.6559303247107935,1.32456
ad660ebc-3532-418e-a80d-2b506c969da4,harrypc,35.6,13.0,8.2,4.4,8.0,47.2,0.0,0.5,14.0,17.0,0.175,0.04,2.0,19.0,0.175,0.02,0.1,0.29,0.7,0.8,3.0,5.0,14.0,2.0,0.7,4.1,0.5,4.7,0.6,1.6,5.15159590831853,3.71179964087892,0.597150695359202,0.794522770147608,0.137605718766028,0.136361083570718,0.0182942789316284,0.125185530546277,0.0228632690995111,0.0367847434547429,0.0383732143085855,0.038030230444107,0.0382996278020433,344.894676366556,14.0549741992704,14.0633190932307,68.7988137195263,68.8010426967331,0.988149552016306,0.987888339409774,336.768798156868,13.7238325017911,13.7247217789086,8.12587820968806,0.331141697479254,0.33859731432214,0.930914635391884,2.86121
6f082f3a-5477-42fd-b1f2-cd5044f504f3,harrypc,20.0,4.6,5.8,10.4,22.4,11.2,0.0,0.51,14.0,18.0,0.175,0.07,2.0,33.0,0.105,0.07,0.1,0.02,1.1,2.0,4.7,4.3,29.0,27.0,3.4,3.4,1.2,0.2,1.06,3.8,2.69428440636594,2.25255642644366,0.521761244980129,0.415903954737153,0.125177289464208,0.122804111264727,0.0785855958409785,0.097249434191092,0.106844044360347,0.0873100199925246,0.0874478320539246,0.0892453346771612,0.0892691091717641,292.145355090215,11.8188327973729,11.820732452834,58.2093427371476,58.2098637639453,0.990617300392002,0.990546564639548,286.688849904356,11.5980881532222,11.5982957811215,5.45650518585911,0.220744644150691,0.222436671712536,1.0935305054666526,2.09117
eb892a74-62ca-44d7-b9ad-3eb91d95dc28,harrypc,46.4,5.8,8.2,20.0,14.0,30.4,0.0,0.5,14.0,33.0,0.105,0.1,2.0,30.0,0.105,0.08,0.1,0.15,1.6,2.4,4.3,3.9,23.0,7.0,2.1,1.4,2.3,3.8,0.76,2.0,59.0179150034472,5.73006689515647,1.15950147443054,0.0592362372606911,0.0145993036813054,0.0140454577260756,0.030362007547424,0.0218736526065619,0.0375270161209731,0.0269418561575678,0.0267743134118462,0.0273869373541507,0.0270930337208584,935.430450615093,37.7915609556074,37.7989153315628,186.510081776029,186.511130398261,0.991971387811909,0.991880457920597,920.470330531282,37.1871693734446,37.1875875320964,14.9601200838113,0.6043915821628479,0.611327799466443,0.3405900142013425,0.00038398200000000005
76b35584-176a-49d2-b79c-f05f8b5aa701,harrypc,14.0,13.0,2.2,18.8,11.6,35.2,0.0,0.51,14.0,13.0,0.14,0.05,2.0,34.0,0.14,0.07,0.1,0.23,0.9,1.4,2.6,3.7,30.0,28.0,3.8,4.5,2.7,2.4,0.18,1.4,10.3277590404901,3.71135760239638,0.307341065211204,0.52587411667903,0.0497530331569625,0.0510533912260681,0.0401537359378012,0.077661764924403,0.0591118224060545,0.3378851344677,0.334960816475441,0.34037936567461,0.34119964431124,346.49909312887,14.0681680547996,14.0760599659645,68.8281968483513,68.8281060186246,0.985817599337751,0.985539904806875,336.740410190023,13.671956941121,13.6719208565118,9.75868293884706,0.39621111367857603,0.404139109452686,0.9309931135697485,8.415
8c35d5c4-b8bc-4ae9-b37b-b3e43e42284c,harrypc,17.6,3.4,7.0,5.6,22.4,50.8,0.0,0.51,14.0,30.0,0.105,0.1,2.0,34.0,0.14,0.09,0.1,0.05,1.4,0.9,4.3,4.9,12.0,30.0,4.0,1.3,0.6,4.2,0.73,4.1,3.32054207146584,1.71830483680568,0.548568893771407,1.34661067618481,0.553616399577175,0.533488029161168,0.0880191130710331,0.207526264882234,0.177460346021435,0.0844148548362789,0.0831880479479192,0.0886927020742762,0.0860434572825385,153.605738136259,6.28458348038664,6.28645654675752,30.5830670191038,30.583663256667,0.984326249663308,0.984198784679119,148.828317932926,6.08912140681423,6.08935883220374,4.77742020333341,0.195462073572415,0.197097714553784,2.1064741394769606,11.9189
9a217bc6-960f-4746-9864-4977753fdec0,harrypc,12.8,1.0,8.2,26.0,10.4,17.2,0.0,0.51,14.0,29.0,0.14,0.01,2.0,25.0,0.14,0.03,0.1,0.29,0.9,1.7,4.3,3.2,7.0,27.0,3.6,2.6,4.9,3.3,0.14,2.4,23.7438983535342,3.16818526469545,0.672148056831508,7.58458541737237,0.255646913371105,0.25852511368999,0.410865121545972,0.0661130174528437,0.585730566362203,0.0936471602339095,0.0935944729116362,0.0946144830323536,0.0944995079801409,114.2556527724,4.71618633933653,4.71791324083355,22.2589649394596,22.2585419047185,0.958894084564899,0.958700355544201,105.055543722599,4.33642894818572,4.33626412087499,9.20010904980124,0.379757391150806,0.381649119958557,2.9841642986054495,13.4936
202b0690-8a30-49dc-baab-46a9419cfef8,harrypc,40.4,10.6,11.8,18.8,21.2,47.2,0.0,0.5,14.0,19.0,0.175,0.04,2.0,8.0,0.175,0.07,0.1,0.24,1.6,0.9,4.3,3.2,8.0,19.0,0.2,3.2,4.2,3.9,0.26,2.9,8.93195898189419,2.60347443569891,0.541453658934578,0.0622086767172963,0.0121116824708807,0.0122428117087668,0.0183732530643834,0.0272632903124453,0.0248426255067224,0.0215673064693708,0.0217535918660791,0.0222099983253138,0.0223554509023057,988.03565833466,39.7418349996344,39.7484558117826,197.098931449919,197.099481550247,0.994658509690248,0.994578443055768,977.508682703183,39.3184076414594,39.3186271160041,10.5269756314773,0.42342735817500105,0.429828695778461,0.3207163358187355,0.0004365230000000001
95705f4e-d9ae-47e4-aaee-d032841c3ccd,harrypc,35.6,10.6,5.8,15.2,3.2,13.6,0.0,0.5,14.0,8.0,0.175,0.08,2.0,34.0,0.175,0.08,0.1,0.13,0.4,0.8,1.5,1.9,28.0,22.0,4.4,0.7,0.4,2.3,0.13,1.2,13.2694839511453,2.28630800782504,0.666060514001185,0.112268345917741,0.0156201332628648,0.0161760314577613,0.0241204477214841,0.0381785297873132,0.0289214796846561,0.0530300941730208,0.0539516928188397,0.0535466437463058,0.0523310798191424,858.639434416097,34.6510546274544,34.6568735846011,171.430546568385,171.429991356828,0.993858522136553,0.993771864698882,848.125190205624,34.2267442174029,34.2265225176702,10.5142442104732,0.42431041005152403,0.43035106693093506,0.3696423671504869,0.000303599
2cdc168e-839b-4a30-9a35-288d299e1394,harrypc,16.4,8.2,4.6,4.4,17.6,5.2,0.0,0.51,14.0,18.0,0.14,0.04,2.0,32.0,0.105,0.08,0.1,0.46,1.6,2.2,5.0,4.8,28.0,17.0,1.2,3.6,1.6,0.7,0.61,2.0,4.42588074377221,3.70512671400312,0.71150018889912,2.00844723866549,0.562738191703714,0.545870568540341,0.0520294142305814,0.264819521989379,0.0920363957524014,0.147098974847076,0.146528161870214,0.145761180149297,0.145390093995084,174.379167834927,7.08984021058767,7.09582925461972,34.2578241586232,34.2593626142306,0.974303475658982,0.973935957228963,165.532435319282,6.73015320955146,6.73075770062401,8.84673251564515,0.35968700103620804,0.365071553995713,1.8939067883757852,3.95866
513bc493-e799-4c8b-b547-2c6e925d2369,harrypc,32.0,4.6,13.0,10.4,21.2,38.8,0.0,0.51,14.0,20.0,0.105,0.05,2.0,19.0,0.07,0.02,0.1,0.2,1.8,1.5,3.7,3.0,16.0,29.0,2.4,3.9,0.5,4.3,0.23,2.8,14.122692605298,4.71078900762717,0.758765492499758,0.461510567279132,0.0921459057753363,0.0910894488724137,0.0505278674185931,0.0616857832136162,0.0686991991898754,0.0253832730824945,0.0253018827178525,0.025103598159757,0.0251670902743077,432.555996246851,17.4915231722092,17.4943819327277,85.9366136362293,85.9364903195857,0.987968852548177,0.987886709562481,422.210318138338,17.073168855225,17.0731198562179,10.3456781085133,0.418354316984216,0.421262076509756,0.7425280469930248,1.44038
0f1e3d82-7c7f-404e-a4f4-02865b0a6b6d,harrypc,51.2,9.4,8.2,20.0,3.2,28.0,0.0,0.51,14.0,31.0,0.14,0.08,2.0,21.0,0.175,0.04,0.1,0.01,0.4,1.8,1.7,1.7,1.0,26.0,2.5,4.5,2.0,1.6,0.18,1.1,17.6101496851437,6.52228124609756,0.858470633740605,0.0601385900645941,0.0125057829599941,0.0122545373293986,0.0178396842945682,0.0202588302832854,0.0225541736979444,0.0265904316633812,0.0270710255233953,0.025809646503078,0.0265618593767388,1324.3824105169099,53.2540071105205,53.2647784501778,264.103400066923,264.107306139001,0.994468758768918,0.994382908318579,1309.77197231661,52.6665148774404,52.6680727576073,14.6104382003002,0.587492233080118,0.596705692570469,0.23935693355314905,0.000173557
8d6f3100-e35a-4375-93e0-925d28836d52,harrypc,24.8,5.8,4.6,26.0,3.2,49.6,0.0,0.51,14.0,31.0,0.07,0.03,2.0,11.0,0.175,0.06,0.1,0.4,0.4,1.9,1.3,1.7,13.0,0.0,1.7,3.5,4.3,3.5,0.1,1.1,7.57286852571007,4.29845953921384,0.270052935237364,1.08466123079451,0.0118189632730952,0.0119653571575334,0.0613645804502786,0.0324645603362178,0.0708761326312745,0.0953421638275609,0.0927331932978823,0.0955383747560122,0.094368453726517,516.030162556634,20.9232811555291,20.9328254648497,102.305329199998,102.306635657144,0.984568230406565,0.984356318409717,500.226532584454,20.2824973076478,20.2830153331103,15.8036299721803,0.640783847881345,0.6498101317393931,0.6267220599591738,1.44757
597b3866-537f-41f2-a036-10acf0ebb163,harrypc,24.8,8.2,11.8,23.6,23.6,19.6,0.0,0.51,14.0,21.0,0.105,0.04,2.0,34.0,0.14,0.01,0.1,0.11,1.0,1.3,4.5,4.0,29.0,11.0,1.7,4.9,1.0,2.8,0.27,3.5,11.7918800016466,2.26605207871449,0.524617259227985,0.163946502648333,0.0304487478173494,0.0252418140322674,0.0322783942127519,0.036325422812569,0.0549114339699785,0.0359329217485437,0.0359274117333731,0.037382641435328,0.0374648531282667,661.549567060776,26.6064803278429,26.6081781043653,131.917661317827,131.918194658945,0.994324258527749,0.994296555722311,654.061309618392,26.3053144224432,26.3055271268533,7.48825744238423,0.301165905399671,0.30265097751200104,0.4793174559285202,0.0007069690000000001
194da1de-b3ec-4454-8cc2-21359ca13094,harrypc,9.2,13.0,5.8,6.8,5.6,12.4,0.0,0.5,14.0,18.0,0.14,0.09,2.0,32.0,0.105,0.07,0.1,0.15,0.5,2.2,3.7,3.8,13.0,2.0,1.6,1.8,4.0,4.7,0.27,1.7,6.82932831516038,2.67052085128381,0.49418546768648,1.84127627229406,0.659749105186442,0.662154218705213,0.073097484431856,0.319218510560986,0.0909883687700531,0.197779423342973,0.199743780475175,0.200804680617911,0.20134311513501,144.728649014837,5.93094570920082,5.93476808869229,28.4900575654619,28.4902464197416,0.972420483350008,0.972113725543251,136.855641558841,5.60831173101134,5.60838608376969,7.87300745599608,0.32263397818948103,0.326382004922604,2.2907568835061385,6.425
00d623b8-56cf-4f61-976d-fe741b1fd91c,harrypc,27.2,8.2,11.8,8.0,4.4,8.8,0.0,0.5,14.0,35.0,0.14,0.06,2.0,16.0,0.07,0.01,0.1,0.02,0.4,4.5,1.3,4.5,22.0,1.0,4.5,1.1,0.2,4.4,0.32,1.2,8.93866482567736,8.82320313258393,0.920866343846529,0.369633635281476,0.124242936256874,0.142293717956911,0.0384568772816299,0.0921472104633926,0.0486556291594488,0.0340561604879307,0.03325270083797,0.0330271609051211,0.0322030012782888,427.302113428188,17.1296776133827,17.1351085039168,84.5510148111673,84.5511650928438,0.988272496951824,0.988117626709491,417.338508461661,16.7302568392273,16.7303163122753,9.96360496652754,0.399420774155377,0.404792191641498,0.7511959634474131,0.0005662100000000002
d607e7d3-eab5-4ec3-91e3-0be96e729207,harrypc,41.6,8.2,7.0,22.4,5.6,44.8,0.0,0.5,14.0,28.0,0.07,0.04,2.0,23.0,0.105,0.04,0.1,0.03,0.5,2.8,1.3,3.4,22.0,21.0,2.4,2.9,2.0,3.6,0.24,1.1,26.326365592187,8.77707230952814,0.781898109051558,0.146507500421077,0.0143629420009395,0.0153077105544992,0.024348775776547,0.0217817062839058,0.0299870276789406,0.0370097071621809,0.0378023601502436,0.0368905055451692,0.0373180410475874,1028.78851630875,41.3968203508449,41.4027492061185,204.799780234216,204.801167416657,0.992391281082086,0.992326944884234,1013.1925502613399,40.7692633802647,40.7698156718517,15.5959660474079,0.627556970580202,0.632933534266775,0.30942095149307974,0.00037961700000000006
298df437-7180-4813-af23-2ace0ad7544a,harrypc,44.0,10.6,13.0,24.8,20.0,50.8,0.0,0.51,14.0,19.0,0.175,0.07,2.0,10.0,0.105,0.09,0.1,0.25,1.4,1.7,5.0,3.9,15.0,4.0,1.3,0.1,4.2,1.3,0.65,2.8,5.13314601094654,3.79176000130907,0.263454150007542,0.0330442065830517,0.0098621102866951,0.0099816237078513,0.0170838856849599,0.0190780896325631,0.0237442080536148,0.0188544464476068,0.0195225994278225,0.0181858980804725,0.0182805249793443,1225.72020762549,49.2677750904162,49.2761429173657,244.625857315073,244.627858344242,0.995463206372026,0.995386822659484,1214.62375675201,48.8217536880315,48.8225524110598,11.0964508734795,0.446021402384744,0.453590506305929,0.25810708970973284,0.000325534
e833c40f-710b-46b8-96d3-3f7e4d3f79e1,harrypc,41.6,7.0,7.0,8.0,8.0,40.0,0.0,0.5,14.0,33.0,0.14,0.08,2.0,24.0,0.105,0.09,0.1,0.46,0.5,1.4,4.3,3.8,6.0,15.0,1.3,0.4,0.9,3.0,0.2,1.0,11.9990847404208,8.41519681131819,0.362627653922421,0.249425941241023,0.0143334189457376,0.0153807657694135,0.0283341832206049,0.0614199969288704,0.0359745429471027,0.0357616279217557,0.037238517371284,0.0374860839890725,0.0365310380413638,555.561627333611,22.5495203073077,22.562373044051,110.291441496012,110.290521699142,0.985387476519336,0.985098556293062,539.443939449397,21.8953244226922,21.8949592236048,16.1176878842143,0.654195884615499,0.6674138204462491,0.5811595608388,0.000977061
2fccafe8-6e42-4372-9a4e-e970d77f486a,harrypc,42.8,4.6,9.4,5.6,14.0,29.2,0.0,0.51,14.0,14.0,0.14,0.08,2.0,25.0,0.14,0.04,0.1,0.2,1.9,0.7,4.5,2.1,12.0,23.0,0.4,2.9,0.6,4.4,0.2,1.2,12.4870007975731,5.74829618803232,0.548227578913088,0.474586277840564,0.0773697397516323,0.0771706988085776,0.0417815288215375,0.0846476754493281,0.0515771950467622,0.0262843454136227,0.0262021862021471,0.027512394757658,0.0270247282135858,411.481687672373,16.7501610276199,16.7572067993265,81.6148247932197,81.6143146538827,0.983069683331785,0.982856846335712,397.666602431131,16.1877911595704,16.1875887942952,13.8150852412418,0.562369868049493,0.569618005031324,0.7883563795173296,1.30453
4af7c782-36d1-4f0b-8a36-2a62a5ace9f8,harrypc,44.0,5.8,8.2,21.2,4.4,11.2,0.0,0.5,14.0,25.0,0.175,0.09,2.0,5.0,0.175,0.05,0.1,0.38,0.4,3.0,2.9,3.6,17.0,9.0,0.4,3.1,4.5,3.7,0.16,1.2,3.99280896751932,3.93877395025642,0.512349942091763,0.419402504447952,0.0780989790026321,0.0855179487205342,0.000938969901096,0.0284335133675026,0.0009540858956597,0.0002054246458519,0.0001977457828741,0.0002210472295255,0.00019732401057,967.793108806565,38.8914533292954,38.9054267541603,191.993930596922,191.994146937248,0.989621565760283,0.98944494654199,947.808997363677,38.0883776197908,38.0884634564279,19.9841114428882,0.803075709504632,0.816963297732413,0.330766012793263,8.59797
d3a16bc0-92ab-49cb-99d2-0d6d6ee760cd,harrypc,15.2,8.2,4.6,9.2,11.6,12.4,0.0,0.51,14.0,17.0,0.035,0.01,2.0,20.0,0.07,0.06,0.1,0.27,1.4,1.5,4.0,4.9,1.0,19.0,4.2,4.4,1.0,4.2,0.44,2.5,21.6200478245487,4.26689936036803,0.347927972935124,1.5877841705735,0.258164598440123,0.25588087257607,0.0730056970643862,0.14282365192819,0.0843808102124868,0.151373438179394,0.151408279196528,0.148878256082469,0.148889556822484,248.672296803374,10.1202624901941,10.1223819571063,49.4416287753792,49.4413098536996,0.985560247967099,0.985450705530346,241.542613971816,9.83010446835282,9.82997765119917,7.12968283155785,0.290158021841284,0.29240430590713,1.297920055564789,3.15288
