uuid,computer_name,w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,P1_Tx [W],P1_Rx1 [W],P1_Rx2 [W],P2_Tx [W],P2_Rx1 [W],P2_Rx2 [W],B_mean_left [T],B_mean_center [T],B_mean_right [T],B_mean_top_left [T],B_mean_bottom_left [T],B_mean_top_right [T],B_mean_bottom_right [T],Ltx_uH,Lrx1_uH,Lrx2_uH,M1,M2,k1,k2,Lmt_uH,Lmr1_uH,Lmr2_uH,Llt_uH,Llr1_uH,Llr2_uH,Magnetizing Current [A],Coreloss_W
6db2b202-dded-49d3-8bf8-2ad6fc45f075,Laptop-harry,9.2,1.0,9.4,12.8,10.4,14.8,0.0,0.51,14.0,32.0,0.07,0.05,2.0,17.0,0.105,0.05,0.1,0.49,1.2,4.1,2.4,2.6,5.0,14.0,5.0,1.5,0.5,0.9,1.08,1.7,5.17117745050604,3.31366214144198,0.259786824230252,7.87226474835722,0.402885228824311,0.392833667196024,0.606958060880024,0.184013381083473,0.879845598970654,0.122956113291081,0.12309205725513,0.121776976236816,0.121908249680363,76.6180641850156,3.27958461599566,3.28365961684563,14.6459107269791,14.6461876740759,0.923934905765046,0.923378889416202,65.4054479876623,2.79963613417151,2.79974201470631,11.2126161973533,0.479948481824152,0.483917602139321,4.793224610382627,24.9069
9aa662ed-f51a-42cc-8e10-ac7fea68ac76,Laptop-harry,4.4,4.6,2.2,22.4,4.4,16.0,0.0,0.5,14.0,21.0,0.14,0.02,2.0,23.0,0.14,0.05,0.1,0.28,0.4,0.3,2.1,4.6,12.0,25.0,0.4,3.1,5.0,1.0,0.26,1.9,5.08533329771668,2.924421810432,0.551995835405136,4.36727324207243,0.707067603125373,0.729170964093971,0.343775047607726,0.223104121247905,0.491280941732551,1.09438474587658,1.11464272886674,1.14912998736861,1.14497484901276,95.0304573072941,3.9236287212401,3.9267136560569,18.1149890000287,18.1141153177822,0.938129326719374,0.937715516133862,83.6350352658865,3.45313319297237,3.45280011317726,11.3954220414076,0.470495528267731,0.47391354287964205,3.748465005734708,37.5969
0d6fe487-0878-4cc1-92f0-834f8f852b52,Laptop-harry,52.4,11.8,5.8,18.8,26.0,16.0,0.0,0.5,14.0,30.0,0.175,0.07,2.0,17.0,0.14,0.04,0.1,0.23,1.6,3.5,4.4,4.2,19.0,21.0,0.6,4.8,4.7,3.2,1.53,4.1,4.97633361640412,3.00294969356342,0.979667185978267,0.0388416681121084,0.0107544031813475,0.0104593675734986,0.0122391109764129,0.0208107217900979,0.0190888706987556,0.0359457272565229,0.0360800993177564,0.0335950563841866,0.0336050685674395,1369.26678562188,54.9423900201953,54.9468929459952,273.157632858151,273.158403335093,0.995899535905559,0.995861536783148,1358.0605496273802,54.4927352157896,54.4930426240415,11.2062359944981,0.449654804405729,0.45385032195373703,0.2308461158330397,0.000371062
f3860e67-ecb5-45a5-89dd-0dce94cdc052,Laptop-harry,29.6,4.6,11.8,6.8,12.8,52.0,0.0,0.5,14.0,22.0,0.175,0.07,2.0,24.0,0.105,0.01,0.1,0.43,0.9,0.9,2.6,3.9,7.0,19.0,3.6,0.3,1.1,3.2,0.19,1.9,8.05925327622572,4.07187625053888,0.379239169938539,0.553725392986824,0.105604319710582,0.1061889371324,0.0527239852307346,0.102550724025324,0.0748870592072869,0.0298743125792136,0.0298754524528208,0.0310825239187683,0.0310931751891891,306.722926390725,12.4887124956084,12.4934592632535,61.0660931186726,61.0667751763131,0.986661500108467,0.986485064205743,298.595049737089,12.1577730515914,12.1580446376021,8.12787665363605,0.330939444017047,0.33541462565142505,1.049926993845347,3.2025
2fc4ca65-f602-4c9d-93dc-4d55525bf44a,Laptop-harry,16.4,3.4,9.4,3.2,17.6,8.8,0.0,0.5,14.0,28.0,0.105,0.02,2.0,9.0,0.105,0.02,0.1,0.33,0.9,2.1,3.9,4.3,9.0,18.0,2.4,1.3,2.7,2.9,0.83,2.6,3.98488889687588,2.75763917475661,0.579052137769045,4.33455739819411,1.11538157118461,1.1016439238459,0.114335380697995,0.367512603969038,0.183347203490407,0.0680450166839656,0.0677948993257396,0.068239742546391,0.0682900823912808,116.908762190266,4.80122802752156,4.80404577009407,23.1324998844139,23.1332040091151,0.976388984662911,0.976132310701681,111.453267338073,4.57718087915025,4.57745953084683,5.45549485219307,0.224047148371312,0.22658623924723803,2.8128650728256357,5.32421
2bc32c44-2037-4a28-870e-dccb0cdc7292,Laptop-harry,16.4,4.6,3.4,26.0,17.6,7.6,0.0,0.51,14.0,31.0,0.105,0.08,2.0,27.0,0.14,0.01,0.1,0.49,1.2,2.8,3.4,4.0,25.0,13.0,0.1,2.5,1.3,3.9,1.1,3.3,3.92747007197855,2.05076660852513,0.372562457651026,0.291704954169472,0.0329178097237124,0.033153175343739,0.0993643658133554,0.0446059331582386,0.118763663249282,0.170849751890806,0.170853904616219,0.170727756690951,0.170738198932242,343.973802349234,13.9529225338175,13.9561670257647,68.2649539584285,68.2660037637931,0.985377239316939,0.98527784550006,333.987659406245,13.5478455252095,13.5482622166286,9.98614294298878,0.40507700860801,0.40790480913606203,0.9386664270916527,3.40151
5c044eba-53a0-4135-9da7-e2895de66036,Laptop-harry,28.4,13.0,9.4,9.2,12.8,20.8,0.0,0.51,14.0,25.0,0.07,0.05,2.0,14.0,0.105,0.01,0.1,0.28,1.6,1.3,4.8,2.9,12.0,19.0,3.1,3.1,4.6,4.5,0.78,2.0,7.24447917438204,4.8000451727082,1.13925407602805,0.301962293475753,0.11528752470511,0.115320804102782,0.0213368435021329,0.0775395808221295,0.0310817303439096,0.0401647717008078,0.0398872052520294,0.0391266664508846,0.0397445560101817,520.037015166182,20.9770613386386,20.9816437963707,103.494378538958,103.493815522765,0.990894250553455,0.99078064747591,510.609480339169,20.5967769154708,20.5965528204513,9.4275348270129,0.380284423167849,0.38509097591937597,0.6139780302146397,0.0008667360000000001
6b124d88-5fd8-4434-9abc-6948d327015f,Laptop-harry,46.4,2.2,13.0,17.6,18.8,5.2,0.0,0.51,14.0,34.0,0.14,0.09,2.0,22.0,0.105,0.03,0.1,0.49,2.2,2.7,3.3,3.3,20.0,20.0,0.1,4.7,0.3,2.2,0.92,3.1,5.27262383239386,4.06161484937379,0.881886538919198,0.164961596799774,0.0169920994435055,0.0166165453217516,0.067142986307303,0.0270273749253128,0.0958845677576372,0.0181631256216384,0.018184361157343,0.0185229156117602,0.0185741025291525,568.297178118558,23.7980867760656,23.8021965942164,114.170119906316,114.171039357203,0.981733668828915,0.981656814956356,547.725386585784,22.9366197498578,22.9369891841776,20.5717915327738,0.861467026207806,0.865207410038837,0.5723725987976702,0.000354104
82e4fcb1-ac6f-4261-8332-6f7f557323e0,Laptop-harry,34.4,11.8,10.6,26.0,17.6,30.4,0.0,0.51,14.0,33.0,0.175,0.1,2.0,15.0,0.07,0.06,0.1,0.36,1.6,4.2,4.8,3.4,4.0,10.0,2.9,3.8,3.3,3.1,1.26,1.6,5.10613343436303,8.55091335616052,0.437186650426498,0.0438787968040349,0.0058489374673508,0.0052412640323509,0.0196197795733618,0.0226141411149953,0.0279020859908026,0.0293409612924548,0.0297437662721037,0.0282424236393989,0.0282034763376478,1105.6939755881401,44.4713984265896,44.4922530964577,219.790232551305,219.793297777645,0.991175420497947,0.99095691832783,1086.2655107349499,43.6899787748784,43.6911973968891,19.4284648531917,0.7814196517112211,0.801055699568577,0.288606238391434,0.000367175
081684fe-2830-46e5-9022-2ec253ca093d,Laptop-harry,24.8,2.2,9.4,12.8,4.4,48.4,0.0,0.51,14.0,33.0,0.035,0.01,2.0,23.0,0.105,0.1,0.1,0.29,0.4,1.2,2.7,3.6,16.0,15.0,1.1,1.6,4.9,2.8,0.36,1.0,20.8037339523514,7.80304286196457,1.12274093340868,2.12207923826115,0.239727067948678,0.242806855016465,0.132940315964615,0.0664052302842216,0.169127534187219,0.0463916016146559,0.0477925047774029,0.0460757644792657,0.0459961504314581,244.509099141484,9.92574240766343,9.93031507714114,48.2540918362983,48.2545050025772,0.979501563424236,0.979284403949195,234.587729895969,9.5229886622688,9.52315174044453,9.92136924551535,0.402753745394629,0.407163336696608,1.3363998325342539,4.97991
27ff15ec-415e-4800-9169-147c653f9005,Laptop-harry,12.8,9.4,11.8,12.8,21.2,48.4,0.0,0.5,14.0,29.0,0.14,0.01,2.0,34.0,0.07,0.04,0.1,0.28,2.3,1.3,3.9,4.2,29.0,26.0,2.0,0.6,4.9,4.7,0.74,3.1,3.70110396729065,3.53166657841829,0.664793026779542,0.696793239770154,0.20148451127117,0.208848151081827,0.060287690773631,0.12307683142519,0.0818778205323852,0.0662627650987198,0.0665991414218125,0.0700574243938088,0.0705769705095754,255.106056879812,10.3484841224862,10.3515453535555,50.5369885755369,50.5379186305417,0.983582075180852,0.983454727185015,246.798196146853,10.0114722696969,10.011840764371,8.30786073295863,0.337011852789343,0.339704589184481,1.2702807712622795,4.61175
c147a220-e9b3-4169-87df-e7b82a542894,Laptop-harry,21.2,2.2,11.8,23.6,10.4,37.6,0.0,0.51,14.0,22.0,0.07,0.03,2.0,20.0,0.105,0.06,0.1,0.2,0.9,1.0,4.6,3.2,15.0,18.0,4.3,3.4,0.3,0.7,0.66,2.9,6.81241428541385,3.06723041373888,0.5004269991942,0.621508413504078,0.111370030595574,0.107860623360652,0.142765765629491,0.0420815840517364,0.187251006534434,0.0399523411942353,0.0398602219074444,0.0403291118636612,0.0401188806003228,262.976558456833,10.6093047114499,10.6109183420364,52.1282815418167,52.1280859262945,0.986896089148405,0.986817343213712,256.129672057609,10.3330796951963,10.3330021439352,6.84688639922419,0.27622501625358803,0.27791619810125,1.2240011101761388,4.20881
c8a796aa-3792-4a17-8db1-733778bfad07,Laptop-harry,35.6,8.2,8.2,20.0,26.0,20.8,0.0,0.51,14.0,25.0,0.14,0.03,2.0,16.0,0.14,0.06,0.1,0.46,3.5,2.4,4.7,3.9,14.0,23.0,0.6,1.8,2.1,3.1,0.4,3.4,9.18998008849043,2.70790477952571,0.65273284152027,0.0978321520182676,0.0147341315326566,0.0149984140888256,0.028648436414469,0.0292624621925973,0.0382571402167432,0.0369182133105519,0.0369406674049585,0.0362160339411123,0.0363050653014101,830.473101989555,33.5813763766618,33.5853020749398,165.135209240658,165.135551599365,0.988843696787775,0.988787953373108,812.046445776642,32.8362679846299,32.8364041372282,18.4266562129132,0.745108392031913,0.7488979377116239,0.38606535941146713,0.000569193
db6a4a77-9b90-4444-8f54-9e7899727b4e,Laptop-harry,46.4,8.2,11.8,23.6,8.0,22.0,0.0,0.5,14.0,33.0,0.175,0.01,2.0,18.0,0.105,0.05,0.1,0.37,0.8,3.9,4.4,4.2,3.0,3.0,4.0,4.6,0.9,4.2,0.67,1.8,6.80448613466357,6.369835571033,0.792426189120276,0.0466322936482549,0.0088986029962922,0.0086815132932454,0.0221944067946446,0.0186994175691448,0.0270958140176907,0.0186738862187718,0.0191803018013541,0.0191135622801647,0.018872730887332,1241.26076175495,49.8335235893958,49.8424401322639,247.014947717873,247.015212359297,0.993186764220155,0.993098986340733,1224.40437683695,49.1567817787101,49.1568871077828,16.8563849180017,0.6767418106857129,0.685553024481088,0.2560453138508439,0.00018404699999999998
67b4a8ad-ebac-4e1f-a94a-6b925662f8c3,Laptop-harry,28.4,9.4,4.6,22.4,9.2,52.0,0.0,0.5,14.0,30.0,0.035,0.02,2.0,12.0,0.07,0.01,0.1,0.5,1.1,3.6,4.7,4.9,26.0,2.0,4.2,0.2,2.5,3.2,0.82,3.8,15.254284768602,3.93522712549535,0.76087808896193,0.198064500654452,0.0298021272519841,0.0297034060704726,0.0331440634136297,0.0316939218331493,0.0384862637832863,0.0781675903235879,0.0793597967392926,0.0761370870829855,0.0770238846906571,696.811360465387,27.992112910849,27.9927975311328,138.60925925748,138.609076717755,0.992468635111733,0.992455191623984,686.355003393154,27.5720630316297,27.5719904103126,10.4563570722333,0.420049879219283,0.420807120820251,0.4567650871599821,1.06436
9d819b8d-77eb-489f-893f-fb8e8b10818e,Laptop-harry,16.4,10.6,13.0,4.4,6.8,19.6,0.0,0.51,14.0,19.0,0.175,0.08,2.0,28.0,0.035,0.03,0.1,0.37,0.3,0.8,2.1,3.9,4.0,30.0,1.7,0.4,1.6,0.5,0.17,1.8,5.82960349125589,9.06512564372544,0.51610280311816,1.44428201471062,0.312628588498749,0.308437190228851,0.0494661957336399,0.277699795578581,0.0620078498482489,0.0515660821871331,0.0516492766100576,0.0515297302849535,0.0514394177288847,169.232586523572,7.01452854433206,7.01788250060747,33.7072204507807,33.7066013657525,0.978321734339035,0.978069964647773,161.974778965807,6.71369937585439,6.71345276325667,7.25780755776509,0.300829168477674,0.304429737350797,1.9355050517694767,5.39848
54204b7c-a9a7-4c14-9d66-c37e460500b5,Laptop-harry,6.8,4.6,8.2,9.2,4.4,48.4,0.0,0.51,14.0,28.0,0.14,0.04,2.0,27.0,0.175,0.01,0.1,0.41,0.5,3.7,1.5,1.6,10.0,22.0,4.9,4.2,3.8,4.0,0.41,1.3,4.82029955581657,2.4721191983238,0.325833220293713,4.47835696670343,0.544131825496281,0.53472779406288,0.226983096724661,0.32749714936921,0.304982834054906,0.203104595134422,0.192816746379101,0.206119834753624,0.201313371977589,94.1556315355489,3.80782868675791,3.80975479317369,17.9371185211354,17.9375647528008,0.947307175135774,0.947091239466165,84.4944054232642,3.41711075157288,3.41728077241393,9.66122611228472,0.390717935185032,0.392474020759764,3.710340363685732,27.7876
16a00d59-e74e-4038-812b-589acc069fd0,Laptop-harry,16.4,11.8,7.0,23.6,24.8,8.8,0.0,0.51,14.0,24.0,0.105,0.1,2.0,32.0,0.14,0.03,0.1,0.5,3.1,1.6,4.6,4.8,6.0,23.0,4.7,1.4,3.3,2.6,1.1,4.0,4.39129594614135,2.07232010490109,0.601717829084479,0.165765979770812,0.0371903461757867,0.0360320003495975,0.0407614377798766,0.0525689930875528,0.0602571966663335,0.0926973824466244,0.0927104850229452,0.0925532448277246,0.0925421636622594,498.071686706193,20.2149703077048,20.217783867754,99.1066658436193,99.1064772292633,0.987689381177739,0.987618774473533,485.88402877323,19.7203163255349,19.7202412643633,12.1876579329634,0.494653982169943,0.49754260339072404,0.6452218726742318,1.94655
2acd38e0-0445-49f4-ac70-5f66f0362f50,Laptop-harry,40.4,10.6,11.8,11.6,18.8,23.2,0.0,0.51,14.0,29.0,0.105,0.01,2.0,11.0,0.035,0.02,0.1,0.5,2.0,3.2,3.2,4.7,13.0,12.0,1.9,2.1,4.2,0.2,1.29,3.1,7.58160157215668,9.70260743328881,1.69869522857878,0.219241157901902,0.0523809985118944,0.0497137509561782,0.0204346283632083,0.043289398852978,0.0249098367995733,0.0220862100878053,0.0220003698082663,0.02244244344751,0.0223774760546138,800.703579100087,32.1788648830285,32.1818147104071,159.06374797129,159.06451170128,0.990945948534117,0.990905289508146,786.26999462676,31.598804575234,31.5991080134837,14.4335844733268,0.580060307794509,0.582706696923393,0.39872181959122416,0.000409222
668326a2-44c4-4e23-861a-dd055109846e,Laptop-harry,6.8,9.4,5.8,22.4,4.4,46.0,0.0,0.51,14.0,18.0,0.105,0.01,2.0,31.0,0.14,0.03,0.1,0.37,0.5,2.1,2.4,1.5,26.0,15.0,4.4,3.4,2.9,4.7,0.39,1.3,6.44808801965088,3.61187579279081,0.445386401807035,1.3058373555651,0.185608097013231,0.187269707706546,0.132464495044391,0.134198007256805,0.152780792121875,0.26151859477067,0.265785810671139,0.26466270867978,0.263148629474676,186.776492039197,7.61282440806453,7.61669482287474,36.554640349376,36.5544431177547,0.969412246378019,0.96916068305253,175.525095476614,7.15422865309947,7.15415145161171,11.2513965625825,0.458595754965062,0.462543371263032,1.7860864971831516,9.19867
492f6d8c-7ac0-4f0f-8e06-15ab111abdb5,Laptop-harry,18.8,2.2,2.2,16.4,6.8,43.6,0.0,0.5,14.0,33.0,0.105,0.01,2.0,15.0,0.14,0.08,0.1,0.2,0.6,1.5,5.0,3.6,3.0,24.0,3.7,0.9,0.6,3.7,0.36,1.3,7.30596403044201,4.85890712107286,0.890844159723179,1.20102938099575,0.300352808832045,0.305036440183165,0.167577081069994,0.0720320101531871,0.255954874213975,0.253526266436509,0.27541020316851,0.249869255583375,0.266225264157059,199.220595859857,8.07485841341023,8.0791545987619,38.9412012295976,38.9409412139173,0.970900598509268,0.970635939172848,187.794890704912,7.61174890908743,7.61164726006784,11.4257051549449,0.463109504322802,0.467507338694058,1.6693904811296536,10.2458
ab17e39c-a547-41a9-92b5-a6a20399ea22,Laptop-harry,32.0,10.6,10.6,4.4,16.4,6.4,0.0,0.51,14.0,24.0,0.14,0.07,2.0,11.0,0.105,0.1,0.1,0.24,1.7,3.0,4.7,3.7,23.0,13.0,1.6,3.4,5.0,2.0,0.4,2.9,7.29544743270771,4.27660590409547,1.66486962809371,0.575634214342519,0.377191442145201,0.382847379627185,0.0241502140353058,0.139109711909376,0.0327034111332854,0.0312116025496222,0.0310073935371335,0.0325134182311141,0.0324944320556779,343.680443030861,13.7954334669766,13.7974947558027,67.8565329534856,67.8564183085908,0.98547719992239,0.98540191919968,333.770524535508,13.3976464411564,13.397601170041,9.90991849535327,0.397787025820177,0.399893585761742,0.939277077818212,0.000789959
230f8eac-b376-4eef-8cf7-7f22cad6c7f1,Laptop-harry,10.4,2.2,11.8,11.6,17.6,7.6,0.0,0.51,14.0,32.0,0.035,0.01,2.0,12.0,0.07,0.04,0.1,0.46,2.2,3.7,3.7,3.9,12.0,11.0,3.1,3.4,1.8,2.6,0.6,3.1,15.8814116150351,3.2452267075712,0.530567237421434,7.59894748425319,0.389248749582427,0.38913569982943,0.31240994908953,0.175411225348282,0.393595486462744,0.087551940169149,0.0874055688636257,0.0886729965353822,0.0890901577950236,120.62258175373,5.07228637908481,5.07370118729947,23.5234971496646,23.5236780816563,0.951011337597375,0.950886046699315,109.093784694807,4.58749025352516,4.58756082355438,11.5287970589234,0.484796125559647,0.48614036374509,2.873701777095711,5.70854
9143252a-0f96-4187-b5ca-8892d55dee9f,Laptop-harry,42.8,11.8,9.4,10.4,20.0,23.2,0.0,0.51,14.0,29.0,0.175,0.07,2.0,30.0,0.175,0.06,0.1,0.17,2.6,0.9,4.4,5.0,24.0,1.0,1.9,2.9,4.2,2.3,0.11,3.1,20.6320733582814,3.38644579396057,1.42090427202136,0.195692932596369,0.0436286971763378,0.0433992300203036,0.0172625422342547,0.0458809037776724,0.0209633294856072,0.0262419262888484,0.0262330605105638,0.026395027476002,0.0264361997849819,799.984026663661,32.2197325787781,32.221019380108,159.223307776128,159.222168758526,0.991756415235205,0.991729516823035,786.848918661417,31.6907099319252,31.6902565291184,13.135108002244,0.529022646852924,0.530762850989581,0.3984284600414694,0.00044477100000000006
1baa4235-6b84-47a8-a8f6-c94057594e4d,Laptop-harry,29.6,11.8,3.4,22.4,21.2,50.8,0.0,0.5,14.0,29.0,0.175,0.09,2.0,34.0,0.14,0.09,0.1,0.33,1.9,2.0,4.4,3.4,24.0,0.0,2.0,0.6,3.4,4.6,0.52,3.1,5.05485639334159,2.73471587261631,0.598851199990892,0.0756558593745298,0.0208221067049189,0.0216208738986275,0.0213183808245064,0.0310707200415501,0.0296028013805724,0.104472439797397,0.103829028117163,0.103453484626019,0.104274418823848,726.25636911481,29.2539013758485,29.2582156576441,144.560685414916,144.560500654327,0.991775384834301,0.991700993344144,714.359137919401,28.7746760735487,28.7746025207334,11.8972311954093,0.47922530229976,0.483613136910727,0.43885909244564797,1.98495
1a7c2cc2-c4f6-4f37-b24c-d028a9ce6b3e,Laptop-harry,27.2,11.8,3.4,14.0,18.8,18.4,0.0,0.51,14.0,28.0,0.175,0.1,2.0,10.0,0.07,0.02,0.1,0.26,1.2,0.5,3.6,3.9,16.0,21.0,3.3,4.7,2.0,3.9,0.46,2.1,4.5398267659978,6.34301142368703,1.0444715720743,0.11397453885649,0.0501670643464268,0.0529768829412962,0.0213140423116118,0.0529236715933575,0.0358871310670313,0.114034864786039,0.115317306664158,0.115094717614465,0.113302325993861,586.778059272871,23.7155875157918,23.7238522701803,116.89963495024,116.898459891326,0.990967194779273,0.990784607206105,576.225431581644,23.2890859423639,23.2886177473946,10.5526276912272,0.426501573427929,0.435234522785685,0.5440631144776961,1.9546
de34ba58-211f-44bc-a011-f02ae6062dac,Laptop-harry,33.2,2.2,11.8,21.2,18.8,41.2,0.0,0.51,14.0,29.0,0.105,0.01,2.0,16.0,0.14,0.06,0.1,0.38,2.1,2.9,4.3,4.3,28.0,25.0,4.0,2.1,2.6,1.6,0.11,2.1,38.7586607103831,3.63848445900958,0.35716362061821,1.62011416227007,0.0206130517970692,0.0207286282528871,0.0969648088891575,0.0303456096781433,0.125030100863222,0.0265308125277244,0.0265054608774508,0.0264627172250043,0.0265593887348354,381.923225299718,15.6608654001512,15.664171956541,75.6430669426693,75.6432091375334,0.978077381735972,0.977975983321757,365.361263908054,14.9817376830195,14.9817940088202,16.5619613916644,0.6791277171316561,0.682377947720762,0.8580630568063154,2.4141
b704ea2a-8a3b-4e09-8659-d70cce927176,Laptop-harry,48.8,5.8,9.4,8.0,24.8,36.4,0.0,0.5,14.0,26.0,0.035,0.02,2.0,16.0,0.175,0.06,0.1,0.33,1.2,2.6,4.4,4.4,27.0,20.0,0.7,3.5,2.2,2.7,0.83,3.8,15.5162110500329,2.59418180405883,0.970446828656254,0.291492314649562,0.0665440019996738,0.0662684179355996,0.0289475166022112,0.0512084331618594,0.034912412813961,0.0224342814163419,0.0224331072683357,0.0221954226661988,0.0222194316497258,612.474297863857,24.6391757335019,24.6406032768775,122.122060910642,122.121970641215,0.994116089936566,0.994086557859584,605.288014597999,24.3500793634571,24.3500433655893,7.1862832658584,0.28909637004485,0.290559911288202,0.5179402125709961,0.0007330380000000001
bec548fa-3e4d-42d9-ad52-c0ce13aeb6e2,Laptop-harry,27.2,4.6,10.6,20.0,21.2,5.2,0.0,0.5,14.0,31.0,0.175,0.1,2.0,17.0,0.07,0.02,0.1,0.29,1.6,1.1,4.6,2.8,14.0,29.0,1.6,1.1,4.3,2.3,1.09,1.9,4.04315217612651,6.4796311013212,0.524372420162607,0.124432443713938,0.0207041979467303,0.0197552432243353,0.0532559950564984,0.0359119024082331,0.0769043399668722,0.0347794118607931,0.034673662396393,0.034686982753486,0.0346254205624523,580.822016542505,23.6249362588943,23.6359682302251,115.942488218735,115.942885878056,0.989773355642115,0.989545736702867,569.00304098347,23.1441994130533,23.144358173186,11.8189755590349,0.48073684584096,0.491610057039073,0.5509689410546952,0.00044752600000000007
17d21dda-31f6-41e9-b8ba-d8f7591b2a06,Laptop-harry,23.6,7.0,11.8,3.2,5.6,40.0,0.0,0.51,14.0,25.0,0.105,0.1,2.0,15.0,0.105,0.07,0.1,0.28,0.4,0.2,1.4,2.6,6.0,24.0,0.8,2.8,2.5,1.8,0.14,1.2,12.0959122214692,5.28277213579508,0.509895448242749,2.71148398033957,0.541693816600849,0.534465621093104,0.0480834100921759,0.26155198671491,0.0637838906118003,0.040688690723138,0.0416060129218533,0.0404201679621721,0.0411055871533249,166.659568029549,6.88979759574223,6.89457087504824,33.1729941972815,33.1728721615137,0.978963083607351,0.978620544810872,159.721316732574,6.60296649645558,6.60291791497396,6.93825129697493,0.28683109928664696,0.29165296007428,1.96281253724242,8.89665
196220ba-0da5-495b-9cc1-1fe786a5e75c,Laptop-harry,51.2,7.0,11.8,24.8,8.0,40.0,0.0,0.5,14.0,17.0,0.175,0.08,2.0,12.0,0.175,0.05,0.1,0.26,1.0,1.8,3.9,4.5,1.0,25.0,3.1,1.5,3.0,4.2,0.38,2.6,7.7730349351179,3.30874976648622,0.547013266071797,0.0372005716249184,0.0082184894876429,0.0081250021059793,0.0231692798961668,0.016066818785374,0.0288703500937861,0.017481193545737,0.0181786252909213,0.0177759263481972,0.0176394613134821,1219.1831988883798,49.0296436483051,49.0371452321596,243.386264633737,243.387493643624,0.995479251197298,0.995408131695697,1208.1848735690598,48.5873442698145,48.5878349669978,10.9983253193221,0.442299378490586,0.44931026516176303,0.25948264194158854,0.000249705
e5a14a72-a40b-4991-8ebd-022cf20c9664,Laptop-harry,6.8,2.2,8.2,26.0,11.6,11.2,0.0,0.5,14.0,35.0,0.105,0.08,2.0,13.0,0.105,0.04,0.1,0.39,1.5,2.7,2.1,2.4,4.0,16.0,3.4,2.2,3.8,1.3,0.55,1.8,5.80582144172095,3.44540138259601,0.246325444556787,4.36142678159526,0.208586484865934,0.211390230266746,0.45927789215047,0.122940564173824,0.605776898172214,0.191733647963621,0.192689296353302,0.191353792641549,0.190847198490718,101.826123651035,4.40182258158995,4.40572315453168,19.7761447999312,19.7766320059657,0.934105137503623,0.933714547027623,88.8486293799195,3.84082089276184,3.84101014038171,12.9774942711155,0.56100168882811,0.564713014149973,3.5285069126617046,13.194
cf5356e3-191e-467b-8912-7609df82f29d,Laptop-harry,20.0,4.6,3.4,9.2,14.0,4.0,0.0,0.5,14.0,24.0,0.14,0.04,2.0,23.0,0.14,0.06,0.1,0.42,0.8,0.6,3.5,2.7,16.0,30.0,0.5,0.5,0.9,0.8,0.56,1.5,3.56315565245225,3.44620819678399,0.297914906261192,0.483252768249332,0.0868851501122658,0.0886906109308886,0.0790576331152871,0.109202545262419,0.116113464378818,0.155446176259504,0.155555005035474,0.149770939678993,0.150073972835003,282.243099340463,11.506688950972,11.5144099171002,56.2301314496189,56.2309356119524,0.986693451342046,0.986376689377121,274.781711430058,11.2024977412375,11.202818163435,7.46138791040534,0.304191209734454,0.311591753665166,1.1409165526919056,2.43734
38873c0b-cb63-4e89-b9ef-50cd30464110,Laptop-harry,17.6,13.0,10.6,17.6,26.0,12.4,0.0,0.5,14.0,35.0,0.105,0.02,2.0,20.0,0.105,0.07,0.1,0.4,2.7,4.2,5.0,5.0,28.0,17.0,1.4,2.6,1.0,0.1,2.53,3.0,5.7525044217289,3.13382735889713,0.703892293590248,0.307221640487114,0.0457088347821604,0.0446706017352747,0.0364249226799399,0.0656222059577307,0.0481755795677728,0.0574607871514942,0.0573667940594973,0.0572268397125891,0.0572443465250973,491.459963317068,19.7617385520939,19.7647801599825,97.0874629324166,97.0888419267844,0.985159400449904,0.985097586059534,476.981083106912,19.1795388479532,19.1800836899561,14.478880210156,0.582199704140686,0.584696470026382,0.6572650657453731,1.21303
bb966410-2ddb-4643-8ef4-b8c97d5f0bb9,Laptop-harry,29.6,8.2,4.6,14.0,22.4,22.0,0.0,0.51,14.0,21.0,0.07,0.06,2.0,28.0,0.07,0.03,0.1,0.09,1.9,2.2,3.8,3.9,24.0,3.0,1.3,2.4,0.2,1.9,1.14,3.3,6.2105182427481,4.48816257745695,1.12608029059015,0.193515047740259,0.0760495025994527,0.0752096636335135,0.032936650753412,0.0500043376843946,0.0426952994271661,0.0764812976888415,0.0764929324022131,0.0795262762263585,0.0794982156920513,560.567251022738,22.6022131296452,22.602982481674,111.584713943541,111.5848530566,0.991323406099218,0.991307770669748,550.881823582615,22.211694249254,22.2117496320847,9.68542744012292,0.39051888039120003,0.39123284958933,0.5690930241784392,1.47973
