w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,fail_level,elapsed
17.6,2.2,2.2,21.2,26.0,22.0,0.0,0.51,14.0,31.0,0.105,0.02,2.0,27.0,0.035,0.02,0.1,0.42,2.3,3.6,4.5,4.4,26.0,2.0,4.5,1.2,3.3,3.7,1.47,4.0,10,879484000000
33.2,11.8,11.8,23.6,18.8,13.6,0.0,0.51,14.0,23.0,0.035,0.03,2.0,5.0,0.175,0.04,0.1,0.36,1.3,3.1,3.6,2.5,15.0,20.0,1.1,3.1,3.5,1.5,0.5,2.2,10,363750000000
5.6,4.6,10.6,24.8,5.6,10.0,0.0,0.5,14.0,35.0,0.14,0.06,2.0,11.0,0.07,0.05,0.1,0.17,0.5,4.4,3.2,3.9,1.0,22.0,3.1,0.7,2.5,3.6,0.14,1.0,10,721187000000
10.4,9.4,7.0,21.2,17.6,7.6,0.0,0.5,14.0,19.0,0.175,0.09,2.0,30.0,0.105,0.01,0.1,0.48,2.0,1.1,4.5,3.8,10.0,16.0,0.9,2.2,1.0,1.6,0.82,3.1,10,448937000000
15.2,11.8,9.4,24.8,3.2,30.4,0.0,0.51,14.0,22.0,0.07,0.05,2.0,9.0,0.175,0.01,0.1,0.49,0.2,1.8,1.5,1.4,21.0,7.0,2.3,0.7,0.2,0.8,0.11,1.0,10,413063000000
24.8,2.2,10.6,11.6,18.8,7.6,0.0,0.51,14.0,26.0,0.14,0.05,2.0,24.0,0.07,0.03,0.1,0.46,2.4,1.9,4.0,2.0,19.0,27.0,0.7,5.0,3.5,1.5,1.22,1.7,10,657816945371
15.2,7.0,3.4,22.4,14.0,8.8,0.0,0.5,14.0,24.0,0.14,0.05,2.0,24.0,0.175,0.02,0.1,0.4,1.3,0.3,4.5,3.7,23.0,7.0,3.1,3.6,3.0,1.2,0.25,1.5,10,415297000000
48.8,9.4,5.8,22.4,14.0,49.6,0.0,0.5,14.0,26.0,0.14,0.05,2.0,33.0,0.14,0.08,0.1,0.17,0.9,2.9,4.3,3.4,28.0,0.0,2.1,3.0,1.5,0.4,0.79,3.2,10,161515000000
30.8,3.4,3.4,5.6,3.2,26.8,0.0,0.5,14.0,22.0,0.14,0.09,2.0,13.0,0.14,0.07,0.1,0.22,0.3,2.5,1.9,4.2,19.0,10.0,0.2,3.9,1.7,1.1,0.25,1.2,10,514625000000
50.0,13.0,8.2,22.4,6.8,40.0,0.0,0.5,14.0,18.0,0.14,0.01,2.0,13.0,0.175,0.05,0.1,0.37,0.5,2.1,4.6,2.6,14.0,7.0,4.0,1.3,4.7,1.6,0.12,1.5,10,421516000000
33.2,3.4,13.0,23.6,20.0,40.0,0.0,0.5,14.0,29.0,0.105,0.02,2.0,12.0,0.175,0.1,0.1,0.32,1.2,1.2,4.2,3.6,10.0,27.0,0.7,4.9,2.5,1.0,1.15,2.1,10,685359000000
14.0,13.0,7.0,12.8,10.4,14.8,0.0,0.5,14.0,29.0,0.175,0.04,2.0,18.0,0.07,0.07,0.1,0.4,0.6,0.7,2.2,4.5,4.0,11.0,2.2,3.5,4.0,1.9,0.1,2.0,10,429734000000
20.0,10.6,5.8,16.4,12.8,19.6,0.0,0.5,14.0,33.0,0.105,0.1,2.0,16.0,0.07,0.07,0.1,0.19,1.6,4.0,2.9,3.5,5.0,5.0,3.9,0.9,3.6,4.5,0.16,2.1,10,1134281000000
47.6,10.6,10.6,3.2,8.0,40.0,0.0,0.5,14.0,26.0,0.105,0.06,2.0,8.0,0.105,0.07,0.1,0.29,0.9,3.0,3.9,4.8,26.0,25.0,0.6,1.5,4.4,2.7,0.18,1.1,10,996657000000
30.8,3.4,13.0,12.8,5.6,50.8,0.0,0.51,14.0,12.0,0.175,0.04,2.0,14.0,0.14,0.04,0.1,0.21,0.4,0.7,2.2,5.0,19.0,20.0,2.0,2.7,5.0,3.3,0.23,1.4,10,289359000000
44.0,10.6,4.6,8.0,26.0,34.0,0.0,0.51,14.0,13.0,0.035,0.02,2.0,16.0,0.14,0.06,0.1,0.24,1.3,1.7,5.0,4.6,26.0,28.0,2.3,2.7,0.6,3.8,0.29,3.5,10,952985000000
8.0,13.0,13.0,23.6,4.4,38.8,0.0,0.51,14.0,22.0,0.105,0.06,2.0,6.0,0.14,0.09,0.1,0.3,0.3,2.7,2.5,1.9,12.0,16.0,4.2,3.7,1.0,2.4,0.14,1.4,10,192953000000
39.2,5.8,9.4,17.6,9.2,12.4,0.0,0.5,14.0,27.0,0.14,0.04,2.0,29.0,0.14,0.01,0.1,0.26,0.6,1.5,4.0,3.2,15.0,0.0,0.7,2.4,3.0,3.8,0.19,1.3,10,309547000000
26.0,10.6,13.0,9.2,17.6,10.0,0.0,0.5,14.0,24.0,0.175,0.03,2.0,9.0,0.07,0.06,0.1,0.5,1.9,2.8,4.2,1.8,7.0,8.0,1.1,1.3,1.8,4.3,1.38,1.7,10,403954000000
35.6,13.0,7.0,18.8,10.4,20.8,0.0,0.5,14.0,34.0,0.14,0.09,2.0,30.0,0.175,0.09,0.1,0.39,0.6,1.4,2.8,3.5,2.0,16.0,0.1,4.7,4.0,5.0,0.12,2.7,10,428406000000
32.0,4.6,9.4,18.8,23.6,30.4,0.0,0.51,14.0,17.0,0.07,0.04,2.0,22.0,0.105,0.01,0.1,0.26,2.7,1.3,4.9,3.5,28.0,11.0,4.8,3.3,0.2,3.2,0.36,2.4,10,706937000000
23.6,3.4,4.6,10.4,23.6,7.6,0.0,0.5,14.0,27.0,0.175,0.07,2.0,25.0,0.07,0.04,0.1,0.41,2.9,2.7,3.8,4.3,23.0,15.0,2.9,4.9,2.1,1.6,0.57,3.7,10,661674213180
44.0,9.4,4.6,22.4,20.0,14.8,0.0,0.5,14.0,32.0,0.035,0.02,2.0,31.0,0.105,0.06,0.1,0.26,1.1,2.8,4.0,4.6,17.0,10.0,2.8,1.3,0.2,2.4,0.97,3.4,10,188015000000
39.2,11.8,7.0,15.2,4.4,29.2,0.0,0.5,14.0,30.0,0.175,0.03,2.0,32.0,0.14,0.1,0.1,0.29,0.2,3.5,1.6,2.3,27.0,21.0,0.9,2.2,1.9,4.6,0.17,1.5,10,785609000000
27.2,9.4,3.4,17.6,23.6,23.2,0.0,0.5,14.0,33.0,0.14,0.01,2.0,21.0,0.07,0.02,0.1,0.14,1.1,3.7,4.5,4.3,26.0,17.0,1.3,0.3,3.8,4.5,0.41,4.0,10,127563000000
50.0,9.4,11.8,10.4,12.8,37.6,0.0,0.5,14.0,25.0,0.035,0.03,2.0,15.0,0.175,0.01,0.1,0.39,0.5,1.4,4.8,2.8,3.0,27.0,2.4,1.9,2.8,1.1,0.35,2.3,10,549239522779
33.2,10.6,5.8,11.6,23.6,38.8,0.0,0.5,14.0,18.0,0.14,0.06,2.0,27.0,0.105,0.05,0.1,0.2,2.3,1.9,5.0,4.4,21.0,13.0,4.8,4.1,3.2,2.4,0.37,2.1,10,521860000000
14.0,4.6,8.2,4.4,5.6,11.2,0.0,0.5,14.0,24.0,0.105,0.01,2.0,16.0,0.07,0.07,0.1,0.45,0.4,0.6,3.3,4.7,9.0,9.0,1.0,0.2,3.7,0.5,0.34,2.0,10,249219000000
41.6,2.2,13.0,22.4,11.6,5.2,0.0,0.5,14.0,33.0,0.07,0.06,2.0,22.0,0.175,0.03,0.1,0.23,1.4,4.4,3.8,4.4,28.0,25.0,1.0,2.7,4.7,2.0,0.79,3.7,10,197688000000
34.4,1.0,8.2,17.6,12.8,42.4,0.0,0.51,14.0,26.0,0.07,0.07,2.0,11.0,0.175,0.08,0.1,0.33,1.5,3.4,4.1,1.7,25.0,19.0,0.2,1.5,4.1,2.1,1.36,1.1,10,739391000000
34.4,13.0,11.8,8.0,20.0,26.8,0.0,0.51,14.0,34.0,0.105,0.06,2.0,13.0,0.07,0.05,0.1,0.48,2.5,2.4,3.4,3.6,18.0,16.0,0.3,0.2,2.1,1.1,0.54,3.2,10,219016000000
30.8,2.2,4.6,9.2,26.0,53.2,0.0,0.51,14.0,23.0,0.035,0.01,2.0,29.0,0.14,0.03,0.1,0.34,2.6,1.4,4.6,4.8,24.0,4.0,4.6,0.5,1.1,0.5,0.78,4.4,10,1126515000000
5.6,5.8,8.2,6.8,8.0,35.2,0.0,0.51,14.0,33.0,0.105,0.03,2.0,24.0,0.14,0.09,0.1,0.42,0.5,2.2,2.1,4.5,20.0,2.0,0.3,2.8,1.1,4.8,0.47,1.4,10,399625000000
20.0,9.4,5.8,14.0,18.8,26.8,0.0,0.51,14.0,29.0,0.105,0.09,2.0,29.0,0.035,0.03,0.1,0.33,1.9,3.7,4.3,4.2,11.0,4.0,1.2,1.2,1.8,3.5,1.78,1.4,10,3950687000000
51.2,13.0,4.6,14.0,18.8,11.2,0.0,0.51,14.0,22.0,0.105,0.08,2.0,23.0,0.14,0.04,0.1,0.26,1.4,2.6,4.5,3.2,8.0,2.0,3.9,1.8,5.0,1.5,0.24,1.3,10,545489511929
50.0,10.6,7.0,17.6,8.0,46.0,0.0,0.5,14.0,20.0,0.105,0.08,2.0,6.0,0.175,0.05,0.1,0.25,0.6,1.2,3.3,3.1,1.0,0.0,2.9,2.1,2.8,2.7,0.23,1.9,10,524235000000
32.0,13.0,2.2,3.2,8.0,48.4,0.0,0.51,14.0,19.0,0.175,0.04,2.0,16.0,0.175,0.03,0.1,0.47,0.6,0.9,1.7,4.3,27.0,30.0,1.1,4.8,3.3,3.0,0.51,1.0,10,290484000000
24.8,10.6,4.6,23.6,26.0,49.6,0.0,0.51,14.0,21.0,0.175,0.03,2.0,23.0,0.07,0.02,0.1,0.49,1.2,1.3,4.7,4.3,20.0,3.0,4.5,0.2,1.9,5.0,0.51,3.4,10,536594000000
35.6,8.2,7.0,11.6,5.6,28.0,0.0,0.5,14.0,13.0,0.105,0.09,2.0,31.0,0.105,0.03,0.1,0.24,0.6,0.6,1.4,1.2,28.0,6.0,1.7,5.0,0.3,1.5,0.3,1.0,10,585922000000
22.4,3.4,8.2,15.2,9.2,17.2,0.0,0.5,14.0,28.0,0.035,0.02,2.0,32.0,0.07,0.04,0.1,0.29,1.0,1.8,4.6,4.6,29.0,22.0,3.8,5.0,2.7,4.2,0.96,3.8,10,1533891000000
35.6,13.0,2.2,14.0,3.2,23.2,0.0,0.51,14.0,5.0,0.035,0.02,2.0,22.0,0.105,0.01,0.1,0.23,0.3,0.5,1.5,2.8,25.0,11.0,3.9,0.9,0.4,1.0,0.18,1.1,10,478718000000
28.4,9.4,13.0,4.4,8.0,49.6,0.0,0.5,14.0,33.0,0.105,0.02,2.0,15.0,0.14,0.1,0.1,0.23,0.8,2.5,2.7,4.8,9.0,8.0,0.9,2.9,3.5,0.4,0.61,2.2,10,619234000000
23.6,4.6,7.0,16.4,15.2,53.2,0.0,0.5,14.0,13.0,0.07,0.06,2.0,33.0,0.175,0.06,0.1,0.48,1.8,1.5,3.1,2.0,12.0,18.0,4.9,2.8,1.5,4.7,1.37,1.6,10,1143094000000
51.2,13.0,9.4,20.0,20.0,11.2,0.0,0.51,14.0,29.0,0.14,0.06,2.0,19.0,0.105,0.04,0.1,0.38,1.3,1.6,4.8,3.8,11.0,4.0,2.5,0.1,4.9,2.8,1.23,3.6,10,220625000000
18.8,9.4,8.2,8.0,18.8,34.0,0.0,0.5,14.0,34.0,0.07,0.06,2.0,26.0,0.175,0.05,0.1,0.34,0.9,2.4,3.7,3.5,12.0,30.0,4.8,3.3,2.2,1.3,0.13,2.4,10,527609000000
51.2,1.0,1.0,4.4,18.8,8.8,0.0,0.51,14.0,34.0,0.14,0.03,2.0,16.0,0.07,0.06,0.1,0.11,1.8,0.5,4.4,3.6,6.0,15.0,2.4,3.1,4.9,3.3,0.22,1.7,10,1566625000000
46.4,3.4,3.4,18.8,23.6,29.2,0.0,0.51,14.0,25.0,0.07,0.05,2.0,35.0,0.14,0.06,0.1,0.32,1.5,2.8,4.3,4.3,19.0,16.0,3.0,4.5,3.7,0.2,0.59,4.1,10,1742609000000
44.0,4.6,4.6,23.6,21.2,48.4,0.0,0.5,14.0,34.0,0.07,0.07,2.0,34.0,0.105,0.06,0.1,0.18,2.5,4.3,5.0,4.8,26.0,20.0,4.4,2.6,1.5,1.4,1.57,3.1,10,1707297000000
32.0,5.8,10.6,11.6,22.4,29.2,0.0,0.51,14.0,34.0,0.175,0.08,2.0,25.0,0.14,0.05,0.1,0.3,2.2,2.8,4.0,4.7,23.0,26.0,4.7,1.3,2.7,4.5,1.15,3.3,10,925406000000
38.0,8.2,4.6,8.0,11.6,5.2,0.0,0.5,14.0,28.0,0.07,0.02,2.0,33.0,0.175,0.06,0.1,0.26,1.5,1.5,4.7,5.0,22.0,10.0,4.7,0.6,1.4,2.8,0.42,1.4,10,497109514869
34.4,10.6,5.8,16.4,15.2,11.2,0.0,0.51,14.0,35.0,0.07,0.03,2.0,16.0,0.14,0.01,0.1,0.14,1.9,3.2,3.3,5.0,11.0,25.0,1.8,1.2,3.3,2.5,1.27,2.8,10,1014078000000
5.6,5.8,10.6,4.4,15.2,31.6,0.0,0.51,14.0,19.0,0.175,0.02,2.0,28.0,0.07,0.03,0.1,0.04,0.8,2.0,4.8,5.0,18.0,23.0,3.5,2.2,1.3,4.9,0.35,4.3,10,862735000000
50.0,4.6,3.4,15.2,15.2,28.0,0.0,0.51,14.0,21.0,0.035,0.01,2.0,23.0,0.105,0.04,0.1,0.34,0.7,1.5,3.8,4.0,17.0,14.0,3.3,0.5,4.4,4.3,0.16,1.0,10,1477219000000
32.0,7.0,3.4,26.0,20.0,19.6,0.0,0.51,14.0,28.0,0.105,0.04,2.0,18.0,0.07,0.06,0.1,0.39,2.4,2.3,4.7,2.8,26.0,24.0,3.9,1.6,3.0,1.0,0.68,1.9,10,336219000000
5.6,11.8,8.2,10.4,3.2,23.2,0.0,0.51,14.0,23.0,0.035,0.02,2.0,14.0,0.14,0.07,0.1,0.3,0.2,1.1,1.4,3.9,14.0,3.0,4.4,2.1,0.7,1.7,0.16,1.2,10,563438000000
8.0,2.2,13.0,12.8,21.2,30.4,0.0,0.5,14.0,33.0,0.105,0.1,2.0,32.0,0.105,0.06,0.1,0.21,1.9,1.6,4.5,2.5,0.0,26.0,5.0,2.7,2.2,4.1,0.31,2.3,10,362328000000
10.4,1.0,7.0,12.8,10.4,13.6,0.0,0.51,14.0,22.0,0.14,0.09,2.0,13.0,0.175,0.1,0.1,0.32,0.5,1.3,4.5,4.2,0.0,10.0,1.3,1.2,4.6,1.9,0.45,3.4,10,1068628790990
15.2,7.0,7.0,21.2,15.2,38.8,0.0,0.51,14.0,29.0,0.175,0.02,2.0,29.0,0.105,0.05,0.1,0.22,1.2,1.8,4.4,2.7,16.0,16.0,1.2,2.0,0.6,3.6,0.99,2.4,10,451000000000
45.2,5.8,13.0,17.6,14.0,35.2,0.0,0.5,14.0,35.0,0.105,0.06,2.0,28.0,0.07,0.04,0.1,0.19,1.3,2.7,3.6,3.8,12.0,3.0,1.0,4.3,3.6,3.7,0.26,2.8,10,286183238803
51.2,5.8,3.4,14.0,14.0,7.6,0.0,0.51,14.0,35.0,0.175,0.07,2.0,16.0,0.175,0.05,0.1,0.42,1.4,1.1,3.9,4.1,27.0,23.0,2.1,4.8,4.5,2.2,0.12,3.3,10,610139313546
41.6,4.6,9.4,17.6,14.0,31.6,0.0,0.5,14.0,24.0,0.035,0.02,2.0,29.0,0.105,0.03,0.1,0.46,1.9,3.3,3.4,4.9,30.0,10.0,1.3,0.8,5.0,0.7,0.15,2.8,10,1142593000000
50.0,13.0,11.8,15.2,26.0,11.2,0.0,0.5,14.0,20.0,0.14,0.09,2.0,31.0,0.035,0.01,0.1,0.29,3.1,2.4,4.4,5.0,7.0,29.0,4.4,2.3,0.8,1.0,1.3,3.9,10,2006875000000
39.2,9.4,8.2,20.0,14.0,46.0,0.0,0.51,14.0,23.0,0.175,0.04,2.0,11.0,0.14,0.06,0.1,0.5,1.5,1.6,3.9,4.3,11.0,26.0,2.3,0.7,2.2,2.7,0.34,2.8,10,559328000000
12.8,7.0,9.4,12.8,12.8,11.2,0.0,0.5,14.0,27.0,0.175,0.07,2.0,27.0,0.105,0.02,0.1,0.27,1.0,3.6,2.7,3.8,18.0,17.0,4.8,3.1,2.0,1.1,0.71,1.4,10,1517281000000
47.6,2.2,2.2,15.2,9.2,43.6,0.0,0.51,14.0,17.0,0.105,0.01,2.0,19.0,0.14,0.07,0.1,0.22,1.1,0.5,5.0,3.6,20.0,5.0,0.8,1.0,2.2,3.7,0.25,2.4,10,2831313000000
48.8,5.8,8.2,12.8,15.2,48.4,0.0,0.51,14.0,33.0,0.07,0.05,2.0,19.0,0.105,0.06,0.1,0.5,1.5,1.9,4.5,3.8,16.0,5.0,3.6,1.5,3.4,0.9,0.59,2.4,10,454781000000
45.2,13.0,11.8,6.8,16.4,31.6,0.0,0.51,14.0,34.0,0.07,0.04,2.0,13.0,0.14,0.03,0.1,0.2,1.2,1.2,4.5,2.4,11.0,17.0,4.8,0.2,1.4,2.0,0.78,1.5,10,485423038141
23.6,10.6,5.8,20.0,17.6,50.8,0.0,0.51,14.0,32.0,0.07,0.04,2.0,25.0,0.105,0.07,0.1,0.33,1.2,3.8,3.7,3.4,19.0,14.0,0.9,0.9,2.0,1.5,0.36,2.0,10,617364089566
41.6,4.6,10.6,18.8,15.2,46.0,0.0,0.51,14.0,16.0,0.14,0.03,2.0,28.0,0.14,0.07,0.1,0.23,1.5,1.5,4.9,3.0,8.0,18.0,3.5,4.8,2.2,4.8,0.95,1.2,10,527976839229
48.8,3.4,1.0,17.6,11.6,48.4,0.0,0.51,14.0,15.0,0.07,0.02,2.0,16.0,0.175,0.03,0.1,0.41,0.6,1.8,4.3,3.3,8.0,7.0,5.0,3.4,4.6,2.5,0.21,3.2,10,1192219000000
30.8,2.2,4.6,17.6,15.2,12.4,0.0,0.51,14.0,32.0,0.07,0.04,2.0,16.0,0.175,0.06,0.1,0.45,1.1,3.9,3.8,2.7,16.0,26.0,4.7,2.3,3.3,1.6,0.76,1.9,10,1157703000000
22.4,3.4,1.0,3.2,17.6,50.8,0.0,0.5,14.0,27.0,0.105,0.03,2.0,27.0,0.175,0.03,0.1,0.42,1.0,1.3,3.9,4.5,22.0,23.0,0.9,4.1,3.5,2.9,0.55,3.5,10,629609000000
38.0,1.0,7.0,10.4,12.8,11.2,0.0,0.5,14.0,30.0,0.105,0.03,2.0,26.0,0.175,0.08,0.1,0.47,1.6,1.1,4.2,2.3,7.0,13.0,2.8,1.1,2.4,4.8,0.31,1.9,10,1288500000000
33.2,2.2,5.8,12.8,3.2,25.6,0.0,0.51,14.0,22.0,0.07,0.03,2.0,29.0,0.175,0.05,0.1,0.23,0.4,1.4,1.6,4.6,0.0,26.0,1.0,1.8,1.5,0.1,0.3,1.3,10,999282000000
15.2,4.6,7.0,22.4,17.6,23.2,0.0,0.51,14.0,25.0,0.105,0.06,2.0,34.0,0.105,0.05,0.1,0.16,1.7,3.1,3.7,4.0,10.0,8.0,0.3,4.9,1.3,3.1,0.62,2.9,10,576320098890
9.2,11.8,3.4,8.0,24.8,8.8,0.0,0.51,14.0,35.0,0.035,0.02,2.0,28.0,0.175,0.01,0.1,0.34,2.1,3.5,4.3,5.0,24.0,0.0,4.5,4.9,0.9,1.5,0.66,3.8,10,972703000000
51.2,7.0,1.0,4.4,15.2,19.6,0.0,0.5,14.0,12.0,0.07,0.02,2.0,10.0,0.14,0.04,0.1,0.4,1.6,0.5,3.8,3.5,22.0,3.0,4.4,0.8,0.8,2.3,0.2,2.8,10,695132587992
27.2,4.6,2.2,9.2,24.8,40.0,0.0,0.51,14.0,13.0,0.175,0.06,2.0,19.0,0.175,0.07,0.1,0.47,2.4,1.3,4.8,4.2,15.0,27.0,2.9,2.8,3.1,0.5,1.1,4.1,10,401281000000
27.2,7.0,10.6,12.8,26.0,44.8,0.0,0.5,14.0,26.0,0.175,0.06,2.0,14.0,0.07,0.05,0.1,0.41,3.2,3.0,4.9,4.6,8.0,21.0,1.4,2.4,3.8,1.5,0.11,3.9,10,730812000000
46.4,1.0,7.0,17.6,10.4,47.2,0.0,0.51,14.0,16.0,0.175,0.07,2.0,14.0,0.14,0.1,0.1,0.4,0.8,0.3,3.4,3.7,20.0,11.0,2.4,1.3,4.8,4.1,0.17,3.2,10,1304485608757
32.0,1.0,5.8,2.0,6.8,29.2,0.0,0.51,14.0,31.0,0.105,0.07,2.0,7.0,0.175,0.08,0.1,0.22,0.4,4.2,2.7,2.8,16.0,24.0,0.4,2.6,3.9,4.9,0.19,1.2,10,133110000000
48.8,1.0,5.8,6.8,11.6,41.2,0.0,0.5,14.0,21.0,0.105,0.07,2.0,29.0,0.035,0.01,0.1,0.04,1.5,2.2,3.8,3.9,3.0,23.0,2.1,0.2,4.3,1.4,0.28,2.5,10,1457218000000
46.4,10.6,2.2,22.4,9.2,6.4,0.0,0.5,14.0,25.0,0.175,0.08,2.0,34.0,0.105,0.02,0.1,0.17,1.2,2.8,5.0,3.6,17.0,19.0,3.0,2.9,4.7,1.8,0.37,2.8,10,598406000000
12.8,9.4,5.8,18.8,20.0,23.2,0.0,0.5,14.0,20.0,0.14,0.04,2.0,21.0,0.175,0.08,0.1,0.22,1.8,2.7,4.2,2.4,29.0,19.0,0.5,0.4,1.2,4.6,0.48,2.3,10,515531000000
38.0,11.8,8.2,23.6,24.8,30.4,0.0,0.5,14.0,23.0,0.07,0.06,2.0,35.0,0.07,0.03,0.1,0.12,2.0,2.1,4.6,4.7,6.0,21.0,4.5,3.9,1.2,1.6,0.84,4.1,10,798297000000
42.8,1.0,10.6,10.4,17.6,8.8,0.0,0.51,14.0,33.0,0.175,0.01,2.0,19.0,0.14,0.1,0.1,0.34,1.8,3.0,4.3,2.4,8.0,22.0,4.5,0.6,4.5,1.1,0.47,2.2,10,1452281000000
38.0,11.8,7.0,15.2,16.4,23.2,0.0,0.51,14.0,29.0,0.14,0.06,2.0,20.0,0.175,0.08,0.1,0.19,2.1,1.4,4.6,4.2,1.0,23.0,3.0,2.8,2.4,3.4,0.15,3.4,10,1206094000000
26.0,10.6,5.8,23.6,5.6,30.4,0.0,0.5,14.0,35.0,0.14,0.02,2.0,14.0,0.175,0.04,0.1,0.3,0.5,4.7,3.8,3.3,13.0,5.0,0.4,3.0,3.6,4.9,0.35,1.3,10,336330260248
44.0,7.0,4.6,16.4,3.2,46.0,0.0,0.51,14.0,35.0,0.105,0.01,2.0,25.0,0.175,0.03,0.1,0.41,0.3,0.4,1.4,3.1,27.0,16.0,0.8,2.8,3.4,4.1,0.18,1.1,10,496426192475
6.8,1.0,11.8,21.2,8.0,25.6,0.0,0.5,14.0,35.0,0.14,0.04,2.0,6.0,0.14,0.01,0.1,0.41,0.4,1.7,3.0,3.2,20.0,10.0,2.9,2.8,0.1,3.2,0.17,1.0,10,751328000000
52.4,7.0,7.0,24.8,24.8,50.8,0.0,0.51,14.0,18.0,0.175,0.01,2.0,35.0,0.175,0.03,0.1,0.15,2.4,1.5,4.9,4.2,5.0,23.0,1.5,2.8,2.8,4.0,0.24,3.6,10,781906000000
50.0,3.4,2.2,12.8,23.6,29.2,0.0,0.51,14.0,35.0,0.105,0.03,2.0,16.0,0.14,0.06,0.1,0.21,1.8,2.9,4.0,4.9,6.0,1.0,3.6,4.4,3.0,0.3,0.13,3.3,10,1309607789219
16.4,3.4,7.0,9.2,22.4,47.2,0.0,0.51,14.0,10.0,0.07,0.01,2.0,14.0,0.175,0.01,0.1,0.29,0.9,0.9,4.3,4.4,5.0,16.0,2.3,2.3,4.1,0.7,0.59,3.1,10,746641000000
33.2,9.4,13.0,20.0,4.4,26.8,0.0,0.51,14.0,32.0,0.105,0.09,2.0,21.0,0.14,0.02,0.1,0.43,0.5,2.2,2.4,4.8,25.0,18.0,0.5,0.8,4.2,2.6,0.48,1.2,10,618187000000
44.0,8.2,1.0,14.0,8.0,42.4,0.0,0.51,14.0,35.0,0.07,0.03,2.0,30.0,0.07,0.05,0.1,0.41,0.5,4.4,3.8,2.2,13.0,15.0,2.1,1.3,2.9,3.2,0.25,1.1,10,275125000000
18.8,11.8,2.2,6.8,8.0,44.8,0.0,0.51,14.0,33.0,0.14,0.1,2.0,13.0,0.105,0.06,0.1,0.45,0.8,3.5,3.0,5.0,23.0,24.0,3.4,0.1,4.9,2.9,0.59,2.5,10,415265000000
4.4,4.6,3.4,14.0,6.8,18.4,0.0,0.51,14.0,31.0,0.175,0.01,2.0,17.0,0.14,0.03,0.1,0.11,0.6,3.6,2.4,3.6,16.0,30.0,4.6,0.9,4.5,3.2,0.48,1.7,10,540000000000
9.2,5.8,5.8,12.8,6.8,31.6,0.0,0.5,14.0,5.0,0.035,0.02,2.0,25.0,0.105,0.06,0.1,0.47,0.5,0.2,4.1,4.8,22.0,17.0,1.4,1.4,3.2,1.4,0.15,2.2,10,925266000000
33.2,3.4,4.6,4.4,12.8,17.2,0.0,0.51,14.0,6.0,0.14,0.05,2.0,35.0,0.105,0.07,0.1,0.14,0.6,0.5,4.8,4.8,9.0,20.0,2.3,4.1,4.6,0.6,0.38,3.9,10,596312000000
9.2,3.4,11.8,9.2,26.0,11.2,0.0,0.5,14.0,28.0,0.14,0.03,2.0,11.0,0.14,0.05,0.1,0.18,1.5,2.2,4.4,4.1,25.0,8.0,2.2,4.0,2.1,1.9,0.11,3.7,10,1750312000000
16.4,5.8,13.0,10.4,15.2,6.4,0.0,0.5,14.0,12.0,0.035,0.03,2.0,33.0,0.105,0.1,0.1,0.3,0.9,1.4,4.2,3.7,21.0,0.0,2.5,2.4,2.5,4.9,0.32,3.1,10,410497772996
44.0,13.0,9.4,24.8,8.0,18.4,0.0,0.51,14.0,29.0,0.14,0.01,2.0,31.0,0.07,0.06,0.1,0.36,0.4,1.0,2.7,2.9,23.0,30.0,2.6,0.4,1.6,3.0,0.2,1.4,10,287094000000
35.6,3.4,5.8,17.6,26.0,46.0,0.0,0.5,14.0,20.0,0.07,0.06,2.0,24.0,0.105,0.07,0.1,0.16,3.1,1.4,4.7,4.4,8.0,5.0,0.5,2.4,4.5,2.7,0.78,3.5,10,796566557721
15.2,2.2,5.8,9.2,9.2,37.6,0.0,0.51,14.0,7.0,0.105,0.06,2.0,25.0,0.105,0.05,0.1,0.33,1.1,0.9,3.6,3.6,26.0,27.0,0.2,1.4,1.3,0.5,0.45,1.9,10,255266000000
41.6,5.8,9.4,24.8,15.2,50.8,0.0,0.5,14.0,29.0,0.105,0.01,2.0,19.0,0.07,0.05,0.1,0.36,1.9,3.8,5.0,3.7,0.0,7.0,1.0,3.4,2.0,4.6,0.55,2.6,10,447610000000
36.8,4.6,8.2,20.0,23.6,6.4,0.0,0.5,14.0,15.0,0.14,0.09,2.0,30.0,0.035,0.03,0.1,0.4,2.8,0.3,4.8,4.3,30.0,16.0,0.7,0.5,1.6,3.9,0.15,2.5,10,474188000000
21.2,11.8,7.0,11.6,24.8,13.6,0.0,0.5,14.0,30.0,0.14,0.01,2.0,32.0,0.105,0.05,0.1,0.47,2.9,3.7,4.6,3.9,1.0,1.0,1.0,4.1,1.5,2.2,2.61,3.2,10,860578000000
11.6,2.2,3.4,24.8,21.2,29.2,0.0,0.5,14.0,26.0,0.175,0.03,2.0,30.0,0.07,0.07,0.1,0.46,1.0,2.7,4.0,3.6,21.0,23.0,3.6,2.0,2.5,3.4,0.19,2.4,10,465295463697
